BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,Procedure,Exonerated,White,Male,7389
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,White,Male,7390
17-759,69039,2017/08/27 00:00:00+00,Walk In,31,Biracial,Male,2017/11/22 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male,7391
17-740,69020,2017/08/20 00:00:00+00,In-Custody,25,Black,Male,2017/11/20 00:00:00+00,12TH PRECINCT,,Force,No Charge,Black,Male,7392
17-759,69039,2017/08/27 00:00:00+00,Walk In,31,Biracial,Male,2017/11/22 00:00:00+00,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male,7393
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Procedure,Not Sustained,Black,Male,7394
17-756,69036,2017/08/27 00:00:00+00,Walk In,28,Black,Female,2017/11/20 00:00:00+00,9TH PRECINCT,,Demeanor,Unfounded,Black,Male,7395
17-785,69065,2017/09/06 00:00:00+00,Walk In,0,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,7396
17-740,69020,2017/08/20 00:00:00+00,In-Custody,25,Black,Male,2017/11/20 00:00:00+00,12TH PRECINCT,,Arrest,Exonerated,White,Male,7397
17-757,69037,2017/08/27 00:00:00+00,Walk In,48,Black,Female,2017/11/28 00:00:00+00,3RD PRECINCT,,Demeanor,No Charge,White,Male,7398
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,8TH PRECINCT,,Procedure,No Charge,Black,Male,7399
17-785,69065,2017/09/06 00:00:00+00,Walk In,75,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,7400
17-741,69021,2017/08/20 00:00:00+00,Telephone (or TDD),35,Black,Female,2017/10/09 00:00:00+00,5TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,7401
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,procedure,Sustained,Hispanic,Male,7402
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,White,Male,7403
17-785,69065,2017/09/06 00:00:00+00,Walk In,0,Black,Male,2017/12/05 00:00:00+00,ABANDON VEHICLE TASK FORCE,,Procedure,Exonerated,Black,Male,7404
17-741,69021,2017/08/20 00:00:00+00,Telephone (or TDD),35,Black,Female,2017/10/09 00:00:00+00,5TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,7405
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,Black,Male,7406
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Search,Exonerated,Black,Male,7407
17-785,69065,2017/09/06 00:00:00+00,Walk In,0,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,7408
17-740,69020,2017/08/20 00:00:00+00,In-Custody,25,Black,Male,2017/11/20 00:00:00+00,12TH PRECINCT,,Procedure,Exonerated,Hispanic,Male,7409
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,Black,Male,7410
17-756,69036,2017/08/27 00:00:00+00,Walk In,28,Black,Female,2017/11/20 00:00:00+00,9TH PRECINCT,,Procedure,No Charge,White,Male,7411
17-756,69036,2017/08/27 00:00:00+00,Walk In,28,Black,Female,2017/11/20 00:00:00+00,9TH PRECINCT,,Procedure,Unfounded,Black,Male,7412
17-758,69038,2017/08/27 00:00:00+00,Walk In,30,Black,Male,2017/12/27 00:00:00+00,8TH PRECINCT,,Procedure,Not Sustained,White,Male,7413
17-759,69039,2017/08/27 00:00:00+00,Walk In,31,Biracial,Male,2017/11/22 00:00:00+00,8TH PRECINCT,,Demeanor,Sustained,Black,Male,7414
17-756,69036,2017/08/27 00:00:00+00,Walk In,28,Black,Female,2017/11/20 00:00:00+00,9TH PRECINCT,,Demeanor,No Charge,White,Male,7415
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Force,Unfounded,Black,Male,7416
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Demeanor,Sustained,Black,Male,7417
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Arrest,Exonerated,Black,Male,7418
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Procedure,Not Sustained,White,Male,7419
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Demeanor,No Charge,Black,Female,7420
17-760,69040,2017/08/28 00:00:00+00,Telephone (or TDD),50,Black,Male,2017/11/21 00:00:00+00,12TH PRECINCT,,Entry,Unfounded,Asian,Male,7421
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Demeanor,Sustained,Black,Male,7422
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,Black,Male,7423
17-760,69040,2017/08/28 00:00:00+00,Telephone (or TDD),50,Black,Male,2017/11/21 00:00:00+00,12TH PRECINCT,,Procedure,No Charge,Asian,Male,7424
17-761,69041,2017/08/28 00:00:00+00,Telephone (or TDD),60,Black,Male,2017/08/28 00:00:00+00,12TH PRECINCT,Duplication,Force,Void,Asian,Male,7425
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Demeanor,No Charge,White,Male,7426
17-760,69040,2017/08/28 00:00:00+00,Telephone (or TDD),50,Black,Male,2017/11/21 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,7427
17-761,69041,2017/08/28 00:00:00+00,Telephone (or TDD),60,Black,Male,2017/08/28 00:00:00+00,12TH PRECINCT,Duplication,Procedure,Void,Asian,Male,7428
17-763,69043,2017/08/28 00:00:00+00,Walk In,28,Black,Male,2017/11/28 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,Black,Male,7429
17-760,69040,2017/08/28 00:00:00+00,Telephone (or TDD),50,Black,Male,2017/11/21 00:00:00+00,12TH PRECINCT,,Force,Unfounded,Asian,Male,7430
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Search,Exonerated,Black,Female,7431
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Property,Exonerated,Black,Male,7432
17-762,69042,2017/08/28 00:00:00+00,Walk In,31,Black,Male,2017/11/28 00:00:00+00,5TH PRECINCT,,Service,No Charge,Black,Male,7433
17-760,69040,2017/08/28 00:00:00+00,Telephone (or TDD),50,Black,Male,2017/11/21 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,7434
17-765,69045,2017/08/29 00:00:00+00,Telephone (or TDD),52,Black,Male,2017/12/05 00:00:00+00,12TH PRECINCT,,Demeanor,Not Sustained,Black,Female,7435
17-765,69045,2017/08/29 00:00:00+00,Telephone (or TDD),52,Black,Male,2017/12/05 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,Black,Female,7436
17-766,69046,2017/08/29 00:00:00+00,Telephone (or TDD),59,White,Female,2017/11/28 00:00:00+00,5TH PRECINCT,,Arrest,Exonerated,Hispanic,Male,7437
17-766,69046,2017/08/29 00:00:00+00,Telephone (or TDD),59,White,Female,2017/11/28 00:00:00+00,5TH PRECINCT,,Arrest,Exonerated,White,Male,7438
17-764,69044,2017/08/29 00:00:00+00,Outside agency,60,Black,Male,2017/11/14 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,7439
17-767,69047,2017/08/30 00:00:00+00,Walk In,57,Black,Female,2017/11/21 00:00:00+00,4TH PRECINCT,,Demeanor,No Charge,White,Female,7440
17-769,69049,2017/08/30 00:00:00+00,Telephone (or TDD),60,Black,Female,2017/11/28 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,7441
17-767,69047,2017/08/30 00:00:00+00,Walk In,57,Black,Female,2017/11/21 00:00:00+00,4TH PRECINCT,,Demeanor,Unfounded,White,Male,7442
17-768,69048,2017/08/30 00:00:00+00,Walk In,20,Black,Male,2017/11/20 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,White,Male,7443
17-768,69048,2017/08/30 00:00:00+00,Walk In,20,Black,Male,2017/11/20 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,Black,Male,7444
17-768,69048,2017/08/30 00:00:00+00,Walk In,20,Black,Male,2017/11/20 00:00:00+00,8TH PRECINCT,,Demeanor,Sustained,Black,Male,7445
17-767,69047,2017/08/30 00:00:00+00,Walk In,57,Black,Female,2017/11/21 00:00:00+00,4TH PRECINCT,,Service,No Charge,White,Male,7446
17-767,69047,2017/08/30 00:00:00+00,Walk In,57,Black,Female,2017/11/21 00:00:00+00,4TH PRECINCT,,Service,No Charge,White,Female,7447
17-768,69048,2017/08/30 00:00:00+00,Walk In,20,Black,Male,2017/11/20 00:00:00+00,8TH PRECINCT,,Service,Sustained,White,Male,7448
17-768,69048,2017/08/30 00:00:00+00,Walk In,20,Black,Male,2017/11/20 00:00:00+00,8TH PRECINCT,,Service,Sustained,Black,Male,7449
17-769,69049,2017/08/30 00:00:00+00,Telephone (or TDD),60,Black,Female,2017/11/28 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,7450
17-772,69052,2017/08/31 00:00:00+00,Walk In,35,Black,Female,2017/10/16 00:00:00+00,3RD PRECINCT,Admin.Close/Innocence of the Charge,Property,No Charge,Black,Male,7451
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Procedure,Void,White,Male,7452
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Procedure,Void,White,Male,7453
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Procedure,Void,White,Male,7454
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Arrest,Void,White,Male,7455
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Arrest,Void,White,Male,7456
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Arrest,Void,White,Male,7457
17-770,69050,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/12/05 00:00:00+00,11TH PRECINCT,,Property,Not Sustained,White,Male,7458
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Demeanor,Void,White,Male,7459
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Demeanor,Void,White,Male,7460
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Demeanor,Void,White,Male,7461
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Force,Void,White,Male,7462
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Force,Void,White,Male,7463
17-771,69051,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/09/01 00:00:00+00,11TH PRECINCT,Duplication,Force,Void,White,Male,7464
17-770,69050,2017/08/31 00:00:00+00,Telephone (or TDD),29,Black,Female,2017/12/05 00:00:00+00,11TH PRECINCT,,Demeanor,No Charge,White,Male,7465
17-785,69065,2017/09/06 00:00:00+00,Walk In,75,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,7466
17-740,69020,2017/08/20 00:00:00+00,In-Custody,25,Black,Male,2017/11/20 00:00:00+00,12TH PRECINCT,,Force,Not Sustained,White,Male,7467
17-785,69065,2017/09/06 00:00:00+00,Walk In,75,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Harassment,No Charge,Unknown,Unknown,7468
17-785,69065,2017/09/06 00:00:00+00,Walk In,75,Black,Male,2017/12/05 00:00:00+00,ABANDON VEHICLE TASK FORCE,,Procedure,Exonerated,Black,Male,7469
17-785,69065,2017/09/06 00:00:00+00,Walk In,75,Black,Male,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,7470
17-794,69074,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,Black,Male,7471
17-794,69074,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,White,Male,7472
17-791,69071,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/12/07 00:00:00+00,2ND PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,7473
17-790,69070,2017/09/07 00:00:00+00,Telephone (or TDD),0,Unknown,Female,2017/12/05 00:00:00+00,UNKNOWN COMMAND,,Procedure,Not Sustained,Unknown,Unknown,7474
17-794,69074,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,Black,Male,7475
17-792,69072,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,White,Male,7476
17-792,69072,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,Black,Male,7477
17-791,69071,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/12/07 00:00:00+00,2ND PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,7478
17-792,69072,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,Black,Male,7479
17-793,69073,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,Black,Male,7480
17-789,69069,2017/09/07 00:00:00+00,Walk In,37,Black,Male,2017/12/06 00:00:00+00,12TH PRECINCT PDU,,Service,Sustained,Unknown,Unknown,7481
17-788,69068,2017/09/07 00:00:00+00,Telephone (or TDD),57,Black,Female,2017/11/14 00:00:00+00,3RD PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male,7482
17-793,69073,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,White,Male,7483
17-792,69072,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,White,Male,7484
17-793,69073,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,Black,Male,7485
17-786,69066,2017/09/07 00:00:00+00,Telephone (or TDD),56,Black,Male,2017/11/06 00:00:00+00,8TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,7486
17-793,69073,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Procedure,Void,White,Male,7487
17-787,69067,2017/09/07 00:00:00+00,Telephone (or TDD),35,Black,Male,2017/12/05 00:00:00+00,11TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,Black,Male,7488
17-788,69068,2017/09/07 00:00:00+00,Telephone (or TDD),57,Black,Female,2017/11/14 00:00:00+00,3RD PRECINCT PDU,Admin.close/Inadequate Service,Search,No Charge,White,Male,7489
17-794,69074,2017/09/07 00:00:00+00,Telephone (or TDD),27,Black,Male,2017/09/08 00:00:00+00,2ND PRECINCT,Duplication,Demeanor,Void,White,Male,7490
17-795,69075,2017/09/08 00:00:00+00,Telephone (or TDD),19,Black,Female,2017/12/05 00:00:00+00,MEDIA RELATIONS,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,7491
17-795,69075,2017/09/08 00:00:00+00,Telephone (or TDD),44,Black,Female,2017/12/05 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,7492
17-795,69075,2017/09/08 00:00:00+00,Telephone (or TDD),19,Black,Female,2017/12/05 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,7493
17-795,69075,2017/09/08 00:00:00+00,Telephone (or TDD),44,Black,Female,2017/12/05 00:00:00+00,MEDIA RELATIONS,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,7494
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Demeanor,No Charge,Black,Male,7495
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Arrest,Exonerated,Black,Male,7496
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Arrest,Exonerated,Black,Male,7497
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,Black,Male,7498
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Procedure,Sustained,Black,Male,7499
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Service,No Charge,Black,Male,7500
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Service,No Charge,Black,Male,7501
17-796,69076,2017/09/10 00:00:00+00,Walk In,38,Black,Male,2017/12/09 00:00:00+00,11TH PRECINCT,,Demeanor,Sustained,Black,Male,7502
17-797,69077,2017/09/11 00:00:00+00,Telephone (or TDD),47,Black,Male,2017/12/12 00:00:00+00,2ND PRECINCT,,Service,No Charge,Black,Male,7503
17-797,69077,2017/09/11 00:00:00+00,Telephone (or TDD),47,Black,Male,2017/12/12 00:00:00+00,2ND PRECINCT,,Service,No Charge,White,Female,7504
17-802,69082,2017/09/11 00:00:00+00,Walk In,54,Black,Male,2017/12/08 00:00:00+00,12TH PRECINCT,,Service,Sustained,White,Male,7505
17-800,69080,2017/09/11 00:00:00+00,Telephone (or TDD),53,Unknown,Female,2017/12/12 00:00:00+00,3RD PRECINCT,,Procedure,No Charge,Black,Male,7506
17-799,69079,2017/09/11 00:00:00+00,Telephone (or TDD),50,Black,Female,2017/12/12 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,7507
17-797,69077,2017/09/11 00:00:00+00,Telephone (or TDD),47,Black,Male,2017/12/12 00:00:00+00,2ND PRECINCT,,Demeanor,Unfounded,White,Female,7508
17-741,69021,2017/08/20 00:00:00+00,Telephone (or TDD),35,Black,Female,2017/10/09 00:00:00+00,5TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Male,7509
17-741,69021,2017/08/20 00:00:00+00,Telephone (or TDD),35,Black,Female,2017/10/09 00:00:00+00,5TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Male,7510
17-742,69022,2017/08/20 00:00:00+00,Telephone (or TDD),65,Black,Female,2017/11/21 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,7511
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7512
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7513
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Not Sustained,Black,Female,7514
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Unfounded,Black,Female,7515
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Black,Male,7516
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Not Sustained,Black,Female,7517
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Not Sustained,Black,Female,7518
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7519
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7520
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7521
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Service,No Charge,Black,Female,7522
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Black,Male,7523
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Black,Male,7524
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Unfounded,Black,Female,7525
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SEX CRIMES UNIT,,Procedure,Unfounded,Black,Female,7526
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),36,Black,Female,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Not Sustained,Black,Male,7527
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Not Sustained,Black,Male,7528
17-747,69027,2017/08/22 00:00:00+00,Telephone (or TDD),40,Black,Male,2017/11/20 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Not Sustained,Black,Male,7529
17-743,69023,2017/08/22 00:00:00+00,Telephone (or TDD),4,Black,Female,2017/11/20 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,White,Male,7530
17-743,69023,2017/08/22 00:00:00+00,Telephone (or TDD),4,Black,Female,2017/11/20 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,White,Male,7531
17-743,69023,2017/08/22 00:00:00+00,Telephone (or TDD),4,Black,Female,2017/11/20 00:00:00+00,2ND PRECINCT,,Service,Sustained,White,Male,7532
17-743,69023,2017/08/22 00:00:00+00,Telephone (or TDD),4,Black,Female,2017/11/20 00:00:00+00,2ND PRECINCT,,Service,Sustained,White,Male,7533
17-744,69024,2017/08/22 00:00:00+00,Walk In,28,Black,Male,2017/11/20 00:00:00+00,5TH PRECINCT,,Property,Not Sustained,Black,Male,7534
17-745,69025,2017/08/22 00:00:00+00,Telephone (or TDD),0,Biracial,Male,2017/11/15 00:00:00+00,4TH PRECINCT PDU,Admin.close/Inadequate Service,Procedure,No Charge,Black,Male,7535
17-746,69026,2017/08/22 00:00:00+00,Telephone (or TDD),45,Black,Male,2017/11/20 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,7536
17-744,69024,2017/08/22 00:00:00+00,Walk In,28,Black,Male,2017/11/20 00:00:00+00,5TH PRECINCT,,Demeanor,Not Sustained,Black,Male,7537
17-745,69025,2017/08/22 00:00:00+00,Telephone (or TDD),42,Biracial,Male,2017/11/15 00:00:00+00,4TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,7538
17-744,69024,2017/08/22 00:00:00+00,Walk In,28,Black,Male,2017/11/20 00:00:00+00,5TH PRECINCT,,Procedure,No Charge,Black,Male,7539
17-746,69026,2017/08/22 00:00:00+00,Telephone (or TDD),45,Black,Male,2017/11/20 00:00:00+00,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,7540
17-746,69026,2017/08/22 00:00:00+00,Telephone (or TDD),45,Black,Male,2017/11/20 00:00:00+00,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,7541
17-745,69025,2017/08/22 00:00:00+00,Telephone (or TDD),0,Biracial,Male,2017/11/15 00:00:00+00,4TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,7542
17-745,69025,2017/08/22 00:00:00+00,Telephone (or TDD),42,Biracial,Male,2017/11/15 00:00:00+00,4TH PRECINCT PDU,Admin.close/Inadequate Service,Procedure,No Charge,Black,Male,7543
17-748,69028,2017/08/23 00:00:00+00,Letter,24,Black,Male,2017/11/21 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,White,Male,7544
17-749,69029,2017/08/23 00:00:00+00,Walk In,38,Black,Male,2017/11/21 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,7545
17-749,69029,2017/08/23 00:00:00+00,Walk In,38,Black,Male,2017/11/21 00:00:00+00,CITYWIDE PARK UNIT,,Procedure,Unfounded,Black,Male,7546
17-749,69029,2017/08/23 00:00:00+00,Walk In,38,Black,Male,2017/11/21 00:00:00+00,CITYWIDE PARK UNIT,,Procedure,Unfounded,Black,Female,7547
17-750,69030,2017/08/23 00:00:00+00,Walk In,39,Black,Female,2017/11/20 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Female,7548
