OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
4200,Possession,2013,2013/02/12 05:00:00+00,06:45:00,b'\xe6\xe4\xf8\xd7\xd2\xe6E',34,6D,601,405600,138300,103,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF QUARLES ST NE,405600,138300,2013/02/12 23:45:00+00
4201,Possession,2012,2012/07/23 04:00:00+00,04:25:00,"b'\xe6\xde\xb3\\\xbe,\xdd'",25,5D,507,402500,136800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF BENNING RD NE,402500,136800,2012/07/23 20:25:00+00
4202,Possession,2014,2014/05/13 04:00:00+00,02:30:00,b'\xe6\xda\x11i+\xeb\xfe',28,4D,404,397400,141900,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW / ALLISON ST NW,397400,141900,2014/05/13 06:30:00+00
4203,Possession,2014,2014/04/20 04:00:00+00,06:45:00,b'\xe6\xd5\xbc\x12\xdc\xc7f',Unk,6D,608,406700,136600,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF 55TH ST NE,406700,136600,2014/04/20 22:45:00+00
4204,Distribution,2017,2017/05/02 04:00:00+00,04:20:33,b'\xe6\xd4o\x8e\x8a\x1d\xfc',35,4D,405,400500,141200,405,4D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,900 BLOCK OF QUINCY ST NE,400500,141100,2017/05/02 20:20:33+00
4205,Distribution,2017,2017/05/02 04:00:00+00,05:19:07,b'\xe6\xd4o\x8e\x8a\x1d\xfc',58,4D,405,400500,141200,405,4D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,3400 BLOCK OF 10TH STREET NE,400600,140400,2017/05/02 21:19:07+00
4206,Possession,2012,2012/08/09 04:00:00+00,06:50:00,b'\xe6\xc6\xa99\xe2\x01a',23,7D,706,401000,129300,605,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF SOUTHERN AVE SE,401000,129200,2012/08/09 22:50:00+00
4207,Possession,2012,2012/08/09 04:00:00+00,06:52:00,b'\xe6\xc6\xa99\xe2\x01a',19,7D,706,401000,129300,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF SOUTHERN AVE SE,401000,129200,2012/08/09 22:52:00+00
4208,Possession with intent to distribute,2012,2012/01/18 05:00:00+00,11:00:00,b'\xe6\xac\xad\xca\xa1\x1f\xf1',29,7D,707,400200,131000,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF MELLON ST SE,400200,131000,2012/01/19 04:00:00+00
4209,Possession with intent to distribute,2013,2013/01/18 05:00:00+00,09:49:00,b'\xe6\xa6m\x1a\xeb\xe0=',28,5D,505,401400,138000,303,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF MOUNT OLIVET RD NE,401300,138000,2013/01/19 02:49:00+00
4210,Possession,2012,2012/08/01 04:00:00+00,11:50:00,b'\xe6\x92\xe3\x0e\n\xf2B',64,4D,408,396800,140400,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,16TH / PARK RD NW,,,2012/08/01 15:50:00+00
4211,Possession,2013,2013/07/10 04:00:00+00,01:30:00,b'\xe6\x89y\xfd%\xd8\xf4',68,3D,302,397900,140300,302,3D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,3200 BLOCK OF GEORGIA AVE NW,397900,140300,2013/07/10 17:30:00+00
4212,Possession,2012,2012/01/07 05:00:00+00,04:25:00,b'\xe6\x86\xfcif\x81a',44,5D,505,401500,139300,707,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 15TH ST NE,401500,139200,2012/01/07 21:25:00+00
4213,Possession,2013,2013/12/12 05:00:00+00,03:00:00,b'\xe6\x86\x88!\xc4\x91\xd2',30,4D,408,396800,141200,407,4D,U,H ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF 16TH ST NW,396900,141100,2013/12/12 08:00:00+00
4214,Possession with intent to distribute,2013,2013/07/25 04:00:00+00,12:15:00,b'\xe6\x86\x03\xf7~\x1a\x8e',21,3D,303,396300,138900,303,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF CALIFORNIA ST NW,396300,138900,2013/07/25 04:15:00+00
4215,Possession,2013,2013/05/17 04:00:00+00,04:30:00,b'\xe6\x85z~\xc2{\xc7',19,4D,407,397700,142600,403,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,900 BLOCK OF GALLATIN ST NW,397700,142600,2013/05/17 20:30:00+00
4216,Possession,2013,2013/05/17 04:00:00+00,04:30:00,b'\xe6\x85z~\xc2{\xc7',21,4D,407,397700,142600,405,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,900 BLOCK OF GALLATIN ST NW,397700,142600,2013/05/17 20:30:00+00
4217,Possession,2013,2013/05/17 04:00:00+00,04:30:00,b'\xe6\x85z~\xc2{\xc7',21,4D,407,397700,142600,405,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,900 BLOCK OF GALLATIN ST NW,397700,142600,2013/05/17 20:30:00+00
4218,Possession,2013,2013/02/06 05:00:00+00,06:00:00,b'\xe6\x1b\xad\xc1y\xb5s',38,6D,602,405400,137200,604,6D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF SHERIFF RD NE,405400,137200,2013/02/06 23:00:00+00
4219,Possession,2013,2013/04/26 04:00:00+00,02:53:00,b'\xe6\x18y\x13\xd6\xca\xbd',21,3D,306,398200,139300,305,3D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 6TH ST NW,398200,139300,2013/04/26 06:53:00+00
4220,Possession,2012,2012/05/10 04:00:00+00,04:50:00,b'\xe6\x16c!\x175\xd4',38,7D,706,400000,129000,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF 4TH ST SE,400000,129000,2012/05/10 20:50:00+00
4221,Possession with intent to distribute,2012,2012/01/19 05:00:00+00,12:00:00,b'\xe6\x13\x19!\x0f\xc6\xf7',25,4D,407,398500,142100,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,BUCHANNAN ST NW,,,2012/01/19 17:00:00+00
4222,Possession,2014,2014/06/07 04:00:00+00,04:20:00,b'\xe6\x12\x01\x01\x8cl\x98',23,7D,706,401100,129600,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF BARNABY TER SE,401100,129600,2014/06/07 20:20:00+00
4223,Possession,2014,2014/06/07 04:00:00+00,04:20:00,b'\xe6\x12\x01\x01\x8cl\x98',27,7D,706,401100,129600,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF BARNABY TER SE,401100,129600,2014/06/07 20:20:00+00
4224,Possession with intent to distribute,2017,2017/03/14 04:00:00+00,08:36:19,b'\xe6\x0e\x02\r>F\xd6',26,7D,702,402200,132100,702,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2700 BLOCK OF BRUCE PLACE SE,402200,132100,2017/03/15 00:36:19+00
4225,Possession,2012,2012/07/27 04:00:00+00,02:41:00,b'\xe6\x04\xfc\x9b\xf2m^',18,3D,305,397600,138800,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,U ST NW,397900,138800,2012/07/27 06:41:00+00
4226,Possession,2013,2013/04/06 04:00:00+00,06:31:00,b'\xe6\x01<\x04\x83\xc5\xb0',18,2D,202,392700,142600,,,W ,N ,M,Narcotics,Ucsa Poss Marijuana,43RD ST NW / CHESAPEAKE ST NW,392700,142600,2013/04/06 22:31:00+00
4227,Possession with intent to distribute,2013,2013/04/18 04:00:00+00,07:00:00,b'\xe6@\xc9\xc7\xbf\xe7\x89',22,7D,705,401100,130300,705,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3400 BLOCK OF 13TH PL SE,401100,130300,2013/04/18 23:00:00+00
4228,Distribution,2012,2012/10/19 04:00:00+00,06:37:00,b'\xe6?9f\x96\x90s',20,7D,705,400900,130600,607,6D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,1200 BLOCK OF SAVANNAH PL SE,401000,130700,2012/10/19 22:37:00+00
4229,Possession,2012,2012/10/19 04:00:00+00,06:37:00,b'\xe6?9f\x96\x90s',25,7D,705,400900,130600,706,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF SAVANNAH PL SE,401000,130700,2012/10/19 22:37:00+00
4230,Distribution,2015,2015/08/04 04:00:00+00,08:07:00,b'\xe6*\xc0\xec\xc0y\xce',53,7D,702,403000,131700,506,5D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,3000 BLOCK OF NAYLOR RD SE,403000,131700,2015/08/04 12:07:00+00
4231,Possession,2014,2014/02/07 05:00:00+00,09:39:00,"b'\xe6""\xb0\xbd&\x97['",22,5D,501,398900,133700,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF 1ST ST SW,398900,138000,2014/02/08 02:39:00+00
4232,Possession,2014,2014/07/02 04:00:00+00,10:00:00,b'\xe5zSI\x97\xe7@',19,3D,303,396700,139500,303,3D,U,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF EUCLID ST NW,396700,139500,2014/07/02 14:00:00+00
4233,Possession with intent to distribute,2013,2013/10/28 04:00:00+00,07:30:00,b'\xe5Z\x96\x84\xcb\xf0\xe8',21,5D,506,401300,138000,704,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF MOUNT OLIVET RD NE,401300,138000,2013/10/28 23:30:00+00
4234,Possession,2012,2012/12/21 05:00:00+00,07:05:00,b'\xe5v\xe4n\xc5t0',55,1D,103,399000,137200,104,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,UNIT BLOCK OF K ST NW,399000,137300,2012/12/22 00:05:00+00
4235,Possession with intent to distribute,2015,2015/02/07 05:00:00+00,06:14:00,b'\xe5v\xac\x160\x98\xb2',33,6D,604,406400,135500,604,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,100 BLOCK OF 53RD ST SE,406400,135500,2015/02/07 23:14:00+00
4236,Possession with intent to distribute,2015,2015/02/07 05:00:00+00,06:14:00,b'\xe5v\xac\x160\x98\xb2',Unk,6D,604,406400,135500,,,U,U ,U,Narcotics,Ucsa Pwid Marijuana,100 BLOCK OF 53RD ST SE,406400,135500,2015/02/07 23:14:00+00
4237,Possession,2012,2012/09/12 04:00:00+00,06:21:00,b'\xe5u\xf6\xd1\x96\xc7\x06',41,6D,601,405500,138100,303,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF KENILWORTH AVE NE,405500,138100,2012/09/12 22:21:00+00
4238,Possession,2013,2013/08/15 04:00:00+00,01:00:00,b'\xe5s\xc1\x14Pz\xa7',19,4D,402,397100,144100,504,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6100 BLOCK OF 14TH ST NW,397100,144100,2013/08/15 17:00:00+00
4239,Possession,2012,2012/07/24 04:00:00+00,05:30:00,b'\xe5S\x7f\x06\xb2D\x8a',26,6D,607,402100,133900,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,YOUNG ST SE,,,2012/07/24 21:30:00+00
4240,Possession,2012,2012/10/16 04:00:00+00,07:09:00,b'\xe5ON\xc5-\xe3\x06',24,5D,506,401700,137300,104,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1600 BLOCK OF LEVIS ST NE,401600,137400,2012/10/16 23:09:00+00
4241,Possession,2012,2012/10/16 04:00:00+00,07:09:00,b'\xe5ON\xc5-\xe3\x06',28,5D,506,401700,137300,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Poss Marijuana,1600 BLOCK OF LEVIS ST NE,401600,137400,2012/10/16 23:09:00+00
4242,Possession,2013,2013/09/20 04:00:00+00,06:50:00,b'\xe5N+\xb62\x16\xe7',63,1D,103,398700,136500,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3RD ST NW / E ST NW,398700,136500,2013/09/20 22:50:00+00
4243,Possession,2012,2012/02/28 05:00:00+00,06:55:00,b'\xe5m\xc3<A\x99\xb5',47,7D,701,400900,132800,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF MAPLEVEIW PL SE,401000,132600,2012/02/28 23:55:00+00
4244,Possession,2013,2013/09/06 04:00:00+00,01:48:00,b'\xe5M\x18\xae\x82]\xdf',22,7D,701,402200,133000,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF GOOD HOPE RD SE,402700,132500,2013/09/06 17:48:00+00
4245,Possession,2013,2013/09/06 04:00:00+00,01:48:00,b'\xe5M\x18\xae\x82]\xdf',29,7D,701,402200,133000,202,2D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF GOOD HOPE RD SE,402200,133000,2013/09/06 17:48:00+00
4246,Possession,2013,2013/08/03 04:00:00+00,12:11:00,b'\xe5k4 -o\x95',24,3D,307,397500,138400,301,3D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF S ST NW,397500,138400,2013/08/03 04:11:00+00
4247,Possession,2013,2013/08/03 04:00:00+00,12:11:00,b'\xe5k4 -o\x95',27,3D,307,397500,138400,703,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF S ST NW,397500,138400,2013/08/03 04:11:00+00
4248,Possession,2014,2014/03/02 05:00:00+00,07:00:00,b'\xe51Z\x1c\xf8?+',68,4D,401,397700,146200,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,7800 BLOCK OF GEORGIA AVE NW,397700,146200,2014/03/03 00:00:00+00
4249,Possession,2012,2012/07/21 04:00:00+00,04:50:00,b'\xe5+\xa5\x9e\xea!U',20,3D,305,397800,138800,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2000 BLOCK OF 10TH ST NW,397800,138900,2012/07/21 20:50:00+00
4250,Possession with intent to distribute,2012,2012/08/22 04:00:00+00,08:45:00,b'\xe5]\x8a\xec\x97yL',21,3D,305,398100,139100,403,4D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,GEORGIA AVE NW,397900,140500,2012/08/23 00:45:00+00
4251,Distribution,2016,2016/09/02 04:00:00+00,05:01:20,b'\xe5\xff \\\xe2`\x96',27,7D,702,402700,132400,302,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,2700 BLOCK OF NAYLOR ROAD SE,402700,132400,2016/09/02 21:01:20+00
4252,Possession with intent to distribute,2012,2012/01/15 05:00:00+00,07:50:00,b'\xe5\xfdR\x85\x03\x9c2',31,5D,501,399200,138000,409,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,NORTH CAPITOL ST NE,399200,138100,2012/01/16 00:50:00+00
4253,Possession,2012,2012/07/16 04:00:00+00,06:56:00,"b'\xe5\xfd""\xf74\x10\xee'",24,1D,102,398200,136700,Out of State,Out of State,B ,U ,F,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF F ST NW,398200,136700,2012/07/16 22:56:00+00
4254,Distribution,2016,2016/10/07 04:00:00+00,06:09:19,b'\xe5\xeb\xef\x9a\xeb0n',46,4D,403,398300,143100,402,4D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,5400 BLOCK OF 5TH STREET NW,398300,143100,2016/10/07 22:09:19+00
4255,Distribution,2016,2016/10/07 04:00:00+00,06:09:52,b'\xe5\xeb\xef\x9a\xeb0n',21,4D,403,398300,143100,403,4D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,5400 BLOCK OF 5TH STREET NW,398300,143100,2016/10/07 22:09:52+00
4256,Possession,2013,2013/08/10 04:00:00+00,08:48:00,b'\xe5\xe6\xb2\xd0\xff\xcb\xfd',48,5D,507,402000,136800,507,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800,2013/08/11 00:48:00+00
4257,Distribution,2013,2013/07/02 04:00:00+00,07:45:00,b'\xe5\xe1\xcck\xdf\xa4\xe4',25,6D,604,406400,134900,604,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,5300 BLOCK OF E ST SE,406400,134900,2013/07/02 23:45:00+00
4258,Possession,2013,2013/07/02 04:00:00+00,07:45:00,b'\xe5\xe1\xcck\xdf\xa4\xe4',27,6D,604,406400,134900,101,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5300 BLOCK OF E ST SE,406400,134900,2013/07/02 23:45:00+00
4259,Possession,2012,2012/08/17 04:00:00+00,07:20:00,"b'\xe5\xd8\x1b,3\xbe.'",47,3D,302,398000,140200,302,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,KENYON ST NW,397300,140200,2012/08/17 23:20:00+00
4260,Possession,2012,2012/05/26 04:00:00+00,05:47:00,b'\xe5\xd6\xda4e\x8c-',19,4D,402,397000,143900,402,4D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF ROCK CREEK FORD RD NW,396900,144000,2012/05/26 21:47:00+00
4261,Distribution,2016,2016/12/15 05:00:00+00,03:00:49,b'\xe5\xcf:\x053>@',34,1D,105,399100,134000,707,7D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,1300 BLOCK OF HALF STREET SW,399100,134000,2016/12/15 20:00:49+00
4262,Public consumption,2015,2015/02/25 05:00:00+00,07:20:00,b'\xe5\xcc\xf1\xfe\xd1:\x04',27,3D,302,397300,139900,302,3D,B ,U ,M,Narcotics,Public Consumption Of Marijuana,1300 BLOCK OF COLUMBIA RD NW,397300,139900,2015/02/26 00:20:00+00
4263,Possession with intent to distribute,2016,2016/09/16 04:00:00+00,05:50:04,b'\xe5\xc4\x17 jr\xd4',34,7D,706,401000,129400,706,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,4300 BLOCK OF WHEELER ROAD SE,401000,129400,2016/09/16 21:50:04+00
4264,Possession,2014,2014/01/01 05:00:00+00,01:11:00,"b'\xe5\xb76\xca,\x8c\xd0'",22,7D,705,401400,130700,705,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3300 BLOCK OF 14TH PL SE,401400,130700,2014/01/01 06:11:00+00
4265,Possession,2012,2012/06/29 04:00:00+00,04:35:00,b'\xe5\x8aq\x8d\x10I\xf6',65,1D,104,400400,136900,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,H ST NE,400400,136900,2012/06/29 20:35:00+00
4266,Possession with intent to distribute,2013,2013/01/22 05:00:00+00,07:00:00,b'\xe5\x81\xbc\xca\x8c\xaf\xf9',26,7D,707,399800,131100,707,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,500 BLOCK OF NEWCOMB ST SE,400000,130900,2013/01/23 00:00:00+00
4267,Possession,2013,2013/06/05 04:00:00+00,08:49:00,b'\xe5\x07\xcb\x90Wm\xf6',30,4D,406,399200,143300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,UNIT BLOCK OF LONGFELLOW ST NW,399200,143300,2013/06/05 12:49:00+00
4268,Public consumption,2017,2017/09/23 04:00:00+00,08:04:44,b'\xe5\x00g\xf8\xb1*\xbd',18,3D,302,397000,139900,409,4D,U,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF COLUMBIA ROAD NW,397000,139900,2017/09/24 00:04:44+00
4269,Public consumption,2017,2017/09/23 04:00:00+00,08:04:55,b'\xe5\x00g\xf8\xb1*\xbd',18,3D,302,397000,139900,409,4D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF COLUMBIA ROAD NW,397000,139900,2017/09/24 00:04:55+00
4270,Possession,2012,2012/05/06 04:00:00+00,01:15:00,b'\xe5\r\x8d\xb1\xc6\xe8V',50,1D,102,398000,136500,108,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,9TH / E ST NW,397900,136500,2012/05/06 17:15:00+00
4271,Possession,2012,2012/03/24 04:00:00+00,09:30:00,b'\xe5\nk\x14w\xf1\x17',25,5D,501,397700,136700,501,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,NEW YORK AVE NE,399200,137700,2012/03/25 01:30:00+00
4272,Possession,2014,2014/06/10 04:00:00+00,09:56:00,"b'\xe5,\x9b9#\x8c\xd6'",23,7D,703,400200,132700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF FIRTH STERLING AVE SE,400200,132700,2014/06/11 01:56:00+00
4273,Possession,2014,2014/06/10 04:00:00+00,09:56:00,"b'\xe5,\x9b9#\x8c\xd6'",24,7D,703,400200,132700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF FIRTH STERLING AVE SE,400200,132700,2014/06/11 01:56:00+00
4274,Distribution,2016,2016/09/17 04:00:00+00,06:11:15,b'\xe5)\xb9`+m\x0e',50,7D,705,400500,130200,,1D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3500 BLOCK OF WHEELER ROAD SE,400500,130200,2016/09/17 22:11:15+00
4275,Distribution,2016,2016/09/17 04:00:00+00,06:11:35,b'\xe5)\xb9`+m\x0e',43,7D,705,400500,130200,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,3500 BLOCK OF WHEELER ROAD SE,400500,130200,2016/09/17 22:11:35+00
4276,Distribution,2016,2016/11/19 05:00:00+00,04:09:21,b'\xe5(Wj*\xc7\xe5',32,7D,704,401500,131700,701,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF STANTON ROAD SE,401600,131700,2016/11/19 21:09:21+00
4277,Distribution,2016,2016/11/19 05:00:00+00,05:19:49,b'\xe5(Wj*\xc7\xe5',30,7D,704,401500,131700,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF STANTON RD SE,401500,131700,2016/11/19 22:19:49+00
4278,Public consumption,2015,2015/08/30 04:00:00+00,01:48:43,"b'\xe5""\x01\xbe\x9fXI'",29,3D,307,397900,137700,Out of State,Out of State,W ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF 9TH STREET NW,397900,137700,2015/08/30 05:48:43+00
4279,Possession,2014,2014/04/11 04:00:00+00,04:00:00,b'\xe5 \x9d\xb6f\t(',36,7D,707,399300,129700,405,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3800 BLOCK OF SOUTH CAPITOL ST SE,399300,129700,2014/04/11 20:00:00+00
4280,Possession,2012,2012/05/05 04:00:00+00,02:54:00,b'\xe4YAn\xf6{\x8e',44,6D,605,403200,134600,605,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3000 BLOCK OF NELSON PL SE,403100,134200,2012/05/05 18:54:00+00
4281,Public consumption,2017,2017/07/29 04:00:00+00,02:02:29,b'\xe4y\x94\x9a\xdf\xa4\xc2',25,4D,409,398100,140700,,,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF NEWTON PLACE NW,398100,140700,2017/07/29 18:02:29+00
4282,Possession with intent to distribute,2017,2017/07/29 04:00:00+00,02:02:35,b'\xe4y\x94\x9a\xdf\xa4\xc2',22,4D,409,398100,140700,604,6D,B ,U ,F,Narcotics,Poss W/i To Dist A Controlled Substance,600 BLOCK OF NEWTON PLACE NW,398100,140700,2017/07/29 18:02:35+00
4283,Possession,2013,2013/10/26 04:00:00+00,08:17:00,b'\xe4Xk\xb3E>\x14',25,3D,305,397700,139100,405,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF FLORIDA AVE NW,397700,139100,2013/10/27 00:17:00+00
4284,Possession,2013,2013/01/29 05:00:00+00,04:19:00,b'\xe4xg\x90\x8bk\xad',35,3D,304,397900,139600,502,5D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF 9TH ST NW,397900,139600,2013/01/29 21:19:00+00
4285,Possession,2013,2013/01/29 05:00:00+00,04:19:00,b'\xe4xg\x90\x8bk\xad',39,3D,304,397900,139600,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF 9TH ST NW,397900,139600,2013/01/29 21:19:00+00
4286,Possession,2013,2013/01/29 05:00:00+00,04:19:00,b'\xe4xg\x90\x8bk\xad',44,3D,304,397900,139600,407,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF 9TH ST NW,397900,139600,2013/01/29 21:19:00+00
4287,Possession,2013,2013/03/11 04:00:00+00,04:12:00,b'\xe4W&\xd1U\xdax',19,4D,403,398700,142800,405,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF HAMILTON ST NW,398700,142800,2013/03/11 20:12:00+00
4288,Possession,2012,2012/11/29 05:00:00+00,06:07:00,b'\xe4N(\x8a\xd4\x13\xc9',19,1D,105,398700,134600,,,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF I ST SW,398700,134600,2012/11/29 23:07:00+00
4289,Possession,2012,2012/11/29 05:00:00+00,07:58:00,b'\xe4N(\x8a\xd4\x13\xc9',19,1D,105,398700,134600,105,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF I ST SW,398700,134600,2012/11/30 00:58:00+00
4290,Possession,2012,2012/02/03 05:00:00+00,05:00:00,b'\xe4j\x9d\xb7W-Q',43,7D,705,401000,130600,504,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,SAVANAH ST SE,,,2012/02/03 22:00:00+00
4291,Public consumption,2017,2017/02/18 05:00:00+00,09:32:43,b'\xe4a\xa2\xec\xb9\xf3\xdc',20,7D,704,401900,130700,704,7D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3500 BLOCK OF STANTON ROAD SE,401900,130700,2017/02/19 02:32:43+00
4292,Possession,2013,2013/06/08 04:00:00+00,05:17:00,b'\xe4\xed\x1a}\xcaB\xbc',29,7D,705,401000,130700,708,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,3200 BLOCK OF 13TH ST SE,401000,130700,2013/06/08 21:17:00+00
4293,Possession,2012,2012/03/01 05:00:00+00,10:15:00,b'\xe4\xec\xc7j\xaf\x0e\x90',27,1D,104,400600,137200,108,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,K ST NW,396300,137200,2012/03/02 03:15:00+00
4294,Distribution,2017,2017/11/21 05:00:00+00,03:54:01,b'\xe4\xe9\xf9\x87\xc9\xf6\xd9',34,7D,705,400500,130600,708,7D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,3200 BLOCK OF WHEELER ROAD SE,400500,130600,2017/11/21 20:54:01+00
4295,Distribution,2017,2017/11/21 05:00:00+00,03:54:27,b'\xe4\xe9\xf9\x87\xc9\xf6\xd9',29,7D,705,400500,130600,,,W ,H ,F,Narcotics,Distribution Of A Controlled Substance,3200 BLOCK OF WHEELER ROAD SE,400500,130600,2017/11/21 20:54:27+00
4296,Possession,2012,2012/05/23 04:00:00+00,02:00:00,b'\xe4\xe3\xc7\xe0\x14\xdc\x1c',55,7D,704,402300,134100,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,PENN AVE / FAIRLAWN AVE SE,,,2012/05/23 06:00:00+00
